Maker,Genmodel,Genmodel_ID,Year,Entry_price
Alfa Romeo,Brera,4_9,2011,24725
Aston Martin,Virage,6_10,2010,149995
Aston Martin,Virage,6_10,2011,149995
Aston Martin,Virage,6_10,2012,149995
Aston Martin,Virage,6_10,2013,149995
Aston Martin,DB11,6_2,2016,157900
Aston Martin,DB11,6_2,2017,144900
Aston Martin,DB11,6_2,2018,144900
Aston Martin,DB7,6_3,1998,84950
Aston Martin,DB7,6_3,1999,84950
Aston Martin,DB7,6_3,2000,84950
Aston Martin,DB7,6_3,2001,78500
Aston Martin,DB7,6_3,2002,94500
Aston Martin,DB7,6_3,2003,97561
Aston Martin,DB7,6_3,2004,97561
Aston Martin,DB9,6_4,2004,103711
Aston Martin,DB9,6_4,2005,103711
Aston Martin,DB9,6_4,2006,107561
Aston Martin,DB9,6_4,2007,110637
Aston Martin,DB9,6_4,2008,111737
Aston Martin,DB9,6_4,2009,109360
Aston Martin,DB9,6_4,2010,120337
Aston Martin,DB9,6_4,2011,123332
Aston Martin,DB9,6_4,2012,125937
Aston Martin,DB9,6_4,2013,125937
Aston Martin,DB9,6_4,2014,132882
Aston Martin,DB9,6_4,2015,134382
Aston Martin,DB9,6_4,2016,140887
Aston Martin,DB9,6_4,2017,152887
Aston Martin,DB9,6_4,2018,152887
Aston Martin,DBS,6_5,2008,160887
Aston Martin,DBS,6_5,2009,159911
Aston Martin,DBS,6_5,2010,171387
Aston Martin,DBS,6_5,2011,171387
Aston Martin,DBS,6_5,2012,171387
Aston Martin,DBS,6_5,2013,181699
Aston Martin,Rapide,6_6,2010,140837
Aston Martin,Rapide,6_6,2011,145837
Aston Martin,Rapide,6_6,2012,146144
Aston Martin,Rapide,6_6,2013,146144
Aston Martin,Rapide,6_6,2014,146144
Aston Martin,Rapide,6_6,2015,146144
Aston Martin,Rapide,6_6,2016,150694
Aston Martin,Rapide,6_6,2017,150694
Aston Martin,Rapide,6_6,2018,150694
Aston Martin,Vanquish,6_8,2001,158711
Aston Martin,Vanquish,6_8,2002,158711
Aston Martin,Vanquish,6_8,2003,158711
Aston Martin,Vanquish,6_8,2004,164311
Aston Martin,Vanquish,6_8,2005,164311
Aston Martin,Vanquish,6_8,2006,164311
Aston Martin,Vanquish,6_8,2007,177987
Aston Martin,Vanquish,6_8,2012,189995
Aston Martin,Vanquish,6_8,2013,189995
Aston Martin,Vanquish,6_8,2014,189995
Aston Martin,Vanquish,6_8,2015,189995
Aston Martin,Vanquish,6_8,2016,195950
Aston Martin,Vanquish,6_8,2017,195950
Aston Martin,Vanquish,6_8,2018,198945
Aston Martin,Vantage,6_9,2005,80706
Aston Martin,Vantage,6_9,2006,80706
Aston Martin,Vantage,6_9,2007,83687
Aston Martin,Vantage,6_9,2008,83887
Aston Martin,Vantage,6_9,2009,82102
Aston Martin,Vantage,6_9,2010,89882
Aston Martin,Vantage,6_9,2011,89882
Aston Martin,Vantage,6_9,2012,86189
Aston Martin,Vantage,6_9,2013,86189
Aston Martin,Vantage,6_9,2014,86189
Aston Martin,Vantage,6_9,2015,86189
Aston Martin,Vantage,6_9,2016,88689
Aston Martin,Vantage,6_9,2017,88689
Aston Martin,Vantage,6_9,2018,120900
Audi,A1,7_1,2010,13090
Audi,A1,7_1,2011,13090
Audi,A1,7_1,2012,13365
Audi,A1,7_1,2013,13585
Audi,A1,7_1,2014,14060
Audi,A1,7_1,2015,14060
Audi,A1,7_1,2016,14060
Audi,A1,7_1,2017,14475
Audi,A1,7_1,2018,15385
Audi,A6,7_11,1998,22970
Audi,A6,7_11,1999,22970
Audi,A6,7_11,2000,20585
Audi,A6,7_11,2001,20320
Audi,A6,7_11,2002,20320
Audi,A6,7_11,2003,20320
Audi,A6,7_11,2004,20927
Audi,A6,7_11,2005,22677
Audi,A6,7_11,2006,24337
Audi,A6,7_11,2007,25077
Audi,A6,7_11,2008,24625
Audi,A6,7_11,2009,24105
Audi,A6,7_11,2010,25645
Audi,A6,7_11,2011,26215
Audi,A6,7_11,2012,26770
Audi,A6,7_11,2013,30755
Audi,A6,7_11,2014,30930
Audi,A6,7_11,2015,30930
Audi,A6,7_11,2016,32240
Audi,A6,7_11,2017,32240
Audi,A6,7_11,2018,32945
Audi,A7,7_15,2010,42760
Audi,A7,7_15,2011,39825
Audi,A7,7_15,2012,39825
Audi,A7,7_15,2013,40815
Audi,A7,7_15,2014,40990
Audi,A7,7_15,2015,40990
Audi,A7,7_15,2016,46360
Audi,A7,7_15,2017,46810
Audi,A7,7_15,2018,46880
Audi,A8,7_16,1998,36420
Audi,A8,7_16,1999,36420
Audi,A8,7_16,2000,36265
Audi,A8,7_16,2001,34499
Audi,A8,7_16,2002,38120
Audi,A8,7_16,2003,38120
Audi,A8,7_16,2004,45977
Audi,A8,7_16,2005,45977
Audi,A8,7_16,2006,48477
Audi,A8,7_16,2007,49405
Audi,A8,7_16,2008,49405
Audi,A8,7_16,2009,48685
Audi,A8,7_16,2010,50790
Audi,A8,7_16,2011,50790
Audi,A8,7_16,2012,51858
Audi,A8,7_16,2013,53460
Audi,A8,7_16,2014,53460
Audi,A8,7_16,2015,59345
Audi,A8,7_16,2016,59385
Audi,A8,7_16,2017,60035
Audi,A8,7_16,2018,64620
Audi,Q2,7_18,2016,20175
Audi,Q2,7_18,2017,20175
Audi,Q2,7_18,2018,21445
Audi,Q3,7_19,2011,24390
Audi,Q3,7_19,2012,24390
Audi,Q3,7_19,2013,23690
Audi,Q3,7_19,2014,23690
Audi,Q3,7_19,2015,23690
Audi,Q3,7_19,2016,25595
Audi,Q3,7_19,2017,26095
Audi,Q3,7_19,2018,26095
Audi,A2,7_2,2000,13770
Audi,A2,7_2,2001,13020
Audi,A2,7_2,2002,13020
Audi,A2,7_2,2003,13020
Audi,A2,7_2,2004,12572
Audi,A2,7_2,2005,12572
Audi,Q5,7_20,2008,26845
Audi,Q5,7_20,2009,25475
Audi,Q5,7_20,2010,26330
Audi,Q5,7_20,2011,26330
Audi,Q5,7_20,2012,27500
Audi,Q5,7_20,2013,29850
Audi,Q5,7_20,2014,30605
Audi,Q5,7_20,2015,31025
Audi,Q5,7_20,2016,31025
Audi,Q5,7_20,2017,32380
Audi,Q5,7_20,2018,38505
Audi,Q7,7_21,2006,37077
Audi,Q7,7_21,2007,37077
Audi,Q7,7_21,2008,37725
Audi,Q7,7_21,2009,37950
Audi,Q7,7_21,2010,37950
Audi,Q7,7_21,2011,39455
Audi,Q7,7_21,2012,39495
Audi,Q7,7_21,2013,39495
Audi,Q7,7_21,2014,43355
Audi,Q7,7_21,2015,44455
Audi,Q7,7_21,2016,44455
Audi,Q7,7_21,2017,48255
Audi,Q7,7_21,2018,50855
Audi,R8,7_23,2007,76475
Audi,R8,7_23,2008,77845
Audi,R8,7_23,2009,76950
Audi,R8,7_23,2010,82095
Audi,R8,7_23,2011,84095
Audi,R8,7_23,2012,86880
Audi,R8,7_23,2013,86880
Audi,R8,7_23,2014,91590
Audi,R8,7_23,2015,92590
Audi,R8,7_23,2016,118345
Audi,R8,7_23,2017,107945
Audi,R8,7_23,2018,110395
Audi,A3,7_3,1998,15051
Audi,A3,7_3,1999,15051
Audi,A3,7_3,2000,15050
Audi,A3,7_3,2001,14475
Audi,A3,7_3,2002,14475
Audi,A3,7_3,2003,14475
Audi,A3,7_3,2004,14475
Audi,A3,7_3,2005,14877
Audi,A3,7_3,2006,14877
Audi,A3,7_3,2007,14780
Audi,A3,7_3,2008,14770
Audi,A3,7_3,2009,14480
Audi,A3,7_3,2010,15565
Audi,A3,7_3,2011,15875
Audi,A3,7_3,2012,16400
Audi,A3,7_3,2013,17160
Audi,A3,7_3,2014,18225
Audi,A3,7_3,2015,18225
Audi,A3,7_3,2016,18810
Audi,A3,7_3,2017,18810
Audi,A3,7_3,2018,20170
Audi,A3,7_3,2019,21610
Audi,A3,7_3,2020,22500
Audi,TT,7_46,1999,26470
Audi,TT,7_46,2000,23870
Audi,TT,7_46,2001,23870
Audi,TT,7_46,2002,21270
Audi,TT,7_46,2003,21270
Audi,TT,7_46,2004,20527
Audi,TT,7_46,2005,20527
Audi,TT,7_46,2006,20887
Audi,TT,7_46,2007,21087
Audi,TT,7_46,2008,23710
Audi,TT,7_46,2009,23710
Audi,TT,7_46,2010,24230
Audi,TT,7_46,2011,23885
Audi,TT,7_46,2012,23885
Audi,TT,7_46,2013,24165
Audi,TT,7_46,2014,24435
Audi,TT,7_46,2015,26965
Audi,TT,7_46,2016,26965
Audi,TT,7_46,2017,27400
Audi,TT,7_46,2018,28595
Audi,Q8,7_49,2018,63745
Audi,A4,7_5,1998,16879
Audi,A4,7_5,1999,16879
Audi,A4,7_5,2000,16015
Audi,A4,7_5,2001,17510
Audi,A4,7_5,2002,17510
Audi,A4,7_5,2003,17510
Audi,A4,7_5,2004,18017
Audi,A4,7_5,2005,18317
Audi,A4,7_5,2006,18997
Audi,A4,7_5,2007,18997
Audi,A4,7_5,2008,19670
Audi,A4,7_5,2009,19260
Audi,A4,7_5,2010,21105
Audi,A4,7_5,2011,21525
Audi,A4,7_5,2012,21980
Audi,A4,7_5,2013,21980
Audi,A4,7_5,2014,23730
Audi,A4,7_5,2015,24450
Audi,A4,7_5,2016,24450
Audi,A4,7_5,2017,26295
Audi,A4,7_5,2018,27595
Audi,A5,7_9,2007,25975
Audi,A5,7_9,2008,24480
Audi,A5,7_9,2009,23505
Audi,A5,7_9,2010,24020
Audi,A5,7_9,2011,24720
Audi,A5,7_9,2012,25245
Audi,A5,7_9,2013,25245
Audi,A5,7_9,2014,26245
Audi,A5,7_9,2015,26595
Audi,A5,7_9,2016,26595
Audi,A5,7_9,2017,29135
Audi,A5,7_9,2018,31320
Bentley,Arnage,10_1,1998,145000
Bentley,Arnage,10_1,1999,145000
Bentley,Arnage,10_1,2000,145000
Bentley,Arnage,10_1,2001,145000
Bentley,Arnage,10_1,2002,149000
Bentley,Arnage,10_1,2003,151500
Bentley,Arnage,10_1,2004,159802
Bentley,Arnage,10_1,2005,159802
Bentley,Arnage,10_1,2006,160000
Bentley,Arnage,10_1,2007,166000
Bentley,Arnage,10_1,2008,168500
Bentley,Arnage,10_1,2009,164900
Bentley,Arnage,10_1,2010,174400
Bentley,Bentayga,10_3,2015,160200
Bentley,Bentayga,10_3,2016,135800
Bentley,Bentayga,10_3,2017,135800
Bentley,Bentayga,10_3,2018,135800
Bentley,Brooklands,10_4,2007,230000
Bentley,Brooklands,10_4,2008,230000
Bentley,Brooklands,10_4,2009,225100
Bentley,Brooklands,10_4,2010,241539
Bentley,Continental,10_5,2003,110000
Bentley,Continental,10_5,2004,110000
Bentley,Continental,10_5,2005,113370
Bentley,Continental,10_5,2006,115620
Bentley,Continental,10_5,2007,117500
Bentley,Continental,10_5,2008,120500
Bentley,Continental,10_5,2009,117900
Bentley,Continental,10_5,2010,123800
Bentley,Continental,10_5,2011,123800
Bentley,Continental,10_5,2012,123850
Bentley,Continental,10_5,2013,125000
Bentley,Continental,10_5,2014,130000
Bentley,Continental,10_5,2015,136500
Bentley,Continental,10_5,2016,140300
Bentley,Continental,10_5,2017,140300
Bentley,Continental,10_5,2018,140300
Bentley,Flying Spur,10_6,2012,140900
Bentley,Flying Spur,10_6,2013,136000
Bentley,Flying Spur,10_6,2014,136000
Bentley,Flying Spur,10_6,2015,142800
Bentley,Flying Spur,10_6,2016,132800
Bentley,Flying Spur,10_6,2017,132800
Bentley,Flying Spur,10_6,2018,132800
Bentley,Flying Spur,10_6,2019,132800
Bentley,Flying Spur,10_6,2020,132800
Bentley,Mulsanne,10_7,2010,220000
Bentley,Mulsanne,10_7,2011,220000
Bentley,Mulsanne,10_7,2012,224700
Bentley,Mulsanne,10_7,2013,225900
Bentley,Mulsanne,10_7,2014,228200
Bentley,Mulsanne,10_7,2015,229360
Bentley,Mulsanne,10_7,2016,229360
Bentley,Mulsanne,10_7,2017,229360
Bentley,Mulsanne,10_7,2018,229360
Bentley,Mulsanne,10_7,2019,229360
Bentley,Mulsanne,10_7,2020,238700
Bentley,Mulsanne,10_7,2021,238700
BMW,1 Series,8_1,2004,15507
BMW,1 Series,8_1,2005,15507
BMW,1 Series,8_1,2006,15807
BMW,1 Series,8_1,2007,15807
BMW,1 Series,8_1,2008,15955
BMW,1 Series,8_1,2009,16235
BMW,1 Series,8_1,2010,16605
BMW,1 Series,8_1,2011,17430
BMW,1 Series,8_1,2012,17125
BMW,1 Series,8_1,2013,17455
BMW,1 Series,8_1,2014,17720
BMW,1 Series,8_1,2015,17720
BMW,1 Series,8_1,2016,20190
BMW,1 Series,8_1,2017,21205
BMW,1 Series,8_1,2018,21205
BMW,1 Series,8_1,2019,22790
BMW,6 Series,8_11,2004,45057
BMW,6 Series,8_11,2005,45057
BMW,6 Series,8_11,2006,46082
BMW,6 Series,8_11,2007,46822
BMW,6 Series,8_11,2008,47720
BMW,6 Series,8_11,2009,50720
BMW,6 Series,8_11,2010,50720
BMW,6 Series,8_11,2011,55050
BMW,6 Series,8_11,2012,59195
BMW,6 Series,8_11,2013,59490
BMW,6 Series,8_11,2014,60230
BMW,6 Series,8_11,2015,59025
BMW,6 Series,8_11,2016,59025
BMW,6 Series,8_11,2017,46555
BMW,6 Series,8_11,2018,43525
BMW,6 Series,8_11,2019,43525
BMW,6 Series,8_11,2020,43645
BMW,6 Series,8_11,2021,43645
BMW,7 Series,8_14,1998,36300
BMW,7 Series,8_14,1999,37370
BMW,7 Series,8_14,2000,37370
BMW,7 Series,8_14,2001,37370
BMW,7 Series,8_14,2002,38495
BMW,7 Series,8_14,2003,44370
BMW,7 Series,8_14,2004,44627
BMW,7 Series,8_14,2005,45747
BMW,7 Series,8_14,2006,47942
BMW,7 Series,8_14,2007,48492
BMW,7 Series,8_14,2008,51595
BMW,7 Series,8_14,2009,51595
BMW,7 Series,8_14,2010,55030
BMW,7 Series,8_14,2011,55030
BMW,7 Series,8_14,2012,57050
BMW,7 Series,8_14,2013,57925
BMW,7 Series,8_14,2014,58075
BMW,7 Series,8_14,2015,58075
BMW,7 Series,8_14,2016,58075
BMW,7 Series,8_14,2017,61085
BMW,7 Series,8_14,2018,61085
BMW,Alpina B3,8_16,2012,55285
BMW,Alpina B3,8_16,2013,54560
BMW,Alpina B3,8_16,2014,54560
BMW,Alpina B3,8_16,2015,54560
BMW,Alpina B3,8_16,2016,57060
BMW,Alpina B3,8_16,2017,57060
BMW,Alpina B3,8_16,2018,57060
BMW,Alpina B5,8_18,2010,69695
BMW,Alpina B5,8_18,2011,69695
BMW,Alpina B5,8_18,2012,71055
BMW,Alpina B5,8_18,2013,74255
BMW,Alpina B5,8_18,2014,74255
BMW,Alpina B5,8_18,2015,74255
BMW,Alpina B5,8_18,2016,74255
BMW,Alpina B5,8_18,2017,74255
BMW,Alpina B5,8_18,2018,74255
BMW,Alpina B6,8_19,2011,92005
BMW,Alpina B6,8_19,2012,92005
BMW,Alpina B6,8_19,2013,92175
BMW,Alpina B6,8_19,2014,95175
BMW,Alpina B6,8_19,2015,95175
BMW,Alpina B6,8_19,2016,95175
BMW,Alpina B6,8_19,2017,95175
BMW,Alpina B6,8_19,2018,95175
BMW,2 Series,8_2,2013,24210
BMW,2 Series,8_2,2014,22070
BMW,2 Series,8_2,2015,22070
BMW,2 Series,8_2,2016,22300
BMW,2 Series,8_2,2017,23315
BMW,2 Series,8_2,2018,23315
BMW,Alpina D5 Bi-Turbo,8_23,2011,55730
BMW,Alpina D5 Bi-Turbo,8_23,2012,55730
BMW,Alpina D5 Bi-Turbo,8_23,2013,56720
BMW,Alpina D5 Bi-Turbo,8_23,2014,56715
BMW,Alpina D5 Bi-Turbo,8_23,2015,56715
BMW,Alpina D5 Bi-Turbo,8_23,2016,56720
BMW,Alpina D5 Bi-Turbo,8_23,2017,56720
BMW,Alpina D5 Bi-Turbo,8_23,2018,56720
BMW,i3,8_27,2013,30625
BMW,i3,8_27,2014,30625
BMW,i3,8_27,2015,30925
BMW,i3,8_27,2016,30925
BMW,i3,8_27,2017,30925
BMW,i3,8_27,2018,33015
BMW,i8,8_28,2014,99790
BMW,i8,8_28,2015,99790
BMW,i8,8_28,2016,104485
BMW,i8,8_28,2017,104605
BMW,i8,8_28,2018,106255
BMW,i8,8_28,2019,114880
BMW,i8,8_28,2020,115050
BMW,X1,8_35,2009,23150
BMW,X1,8_35,2010,23150
BMW,X1,8_35,2011,23150
BMW,X1,8_35,2012,23875
BMW,X1,8_35,2013,23875
BMW,X1,8_35,2014,24175
BMW,X1,8_35,2015,24175
BMW,X1,8_35,2016,24175
BMW,X1,8_35,2017,26685
BMW,X1,8_35,2018,26685
BMW,X2,8_36,2017,29780
BMW,X2,8_36,2018,29780
BMW,X3,8_37,2004,25972
BMW,X3,8_37,2005,24807
BMW,X3,8_37,2006,24807
BMW,X3,8_37,2007,25057
BMW,X3,8_37,2008,27665
BMW,X3,8_37,2009,27665
BMW,X3,8_37,2010,28480
BMW,X3,8_37,2011,28480
BMW,X3,8_37,2012,28405
BMW,X3,8_37,2013,28790
BMW,X3,8_37,2014,28790
BMW,X3,8_37,2015,31110
BMW,X3,8_37,2016,31110
BMW,X3,8_37,2017,33900
BMW,X3,8_37,2018,34590
BMW,X4,8_38,2014,36395
BMW,X4,8_38,2015,36695
BMW,X4,8_38,2016,37345
BMW,X4,8_38,2017,37435
BMW,X4,8_38,2018,38285
BMW,X5,8_39,2000,32820
BMW,X5,8_39,2001,32820
BMW,X5,8_39,2002,32960
BMW,X5,8_39,2003,32960
BMW,X5,8_39,2004,33770
BMW,X5,8_39,2005,35252
BMW,X5,8_39,2006,35987
BMW,X5,8_39,2007,36527
BMW,X5,8_39,2008,39645
BMW,X5,8_39,2009,39875
BMW,X5,8_39,2010,41445
BMW,X5,8_39,2011,41445
BMW,X5,8_39,2012,44555
BMW,X5,8_39,2013,42395
BMW,X5,8_39,2014,42395
BMW,X5,8_39,2015,42745
BMW,X5,8_39,2016,43545
BMW,X5,8_39,2017,46985
BMW,X5,8_39,2018,47885
BMW,X6,8_41,2008,41700
BMW,X6,8_41,2009,42090
BMW,X6,8_41,2010,43325
BMW,X6,8_41,2011,44800
BMW,X6,8_41,2012,45885
BMW,X6,8_41,2013,46700
BMW,X6,8_41,2014,47160
BMW,X6,8_41,2015,48830
BMW,X6,8_41,2016,51575
BMW,X6,8_41,2017,51575
BMW,X6,8_41,2018,58505
BMW,X6,8_41,2019,60940
BMW,Z3,8_43,1998,21330
BMW,Z3,8_43,1999,19815
BMW,Z3,8_43,2000,18810
BMW,Z3,8_43,2001,18810
BMW,Z3,8_43,2002,18810
BMW,Z4,8_45,2003,24070
BMW,Z4,8_45,2004,22567
BMW,Z4,8_45,2005,22567
BMW,Z4,8_45,2006,22567
BMW,Z4,8_45,2007,22757
BMW,Z4,8_45,2008,23995
BMW,Z4,8_45,2009,23582
BMW,Z4,8_45,2010,29215
BMW,Z4,8_45,2011,29215
BMW,Z4,8_45,2012,27385
BMW,Z4,8_45,2013,27385
BMW,Z4,8_45,2014,27505
BMW,Z4,8_45,2015,27505
BMW,Z4,8_45,2016,27505
BMW,Z4,8_45,2017,29455
BMW,Z4,8_45,2018,29455
BMW,3 Series,8_5,1998,14520
BMW,3 Series,8_5,1999,13650
BMW,3 Series,8_5,2000,13970
BMW,3 Series,8_5,2001,14520
BMW,3 Series,8_5,2002,16100
BMW,3 Series,8_5,2003,15825
BMW,3 Series,8_5,2004,15812
BMW,3 Series,8_5,2005,15812
BMW,3 Series,8_5,2006,19712
BMW,3 Series,8_5,2007,19807
BMW,3 Series,8_5,2008,20520
BMW,3 Series,8_5,2009,21175
BMW,3 Series,8_5,2010,21975
BMW,3 Series,8_5,2011,21975
BMW,3 Series,8_5,2012,22510
BMW,3 Series,8_5,2013,23005
BMW,3 Series,8_5,2014,23370
BMW,3 Series,8_5,2015,23370
BMW,3 Series,8_5,2016,24070
BMW,3 Series,8_5,2017,25525
BMW,3 Series,8_5,2018,26575
BMW,3 Series,8_5,2019,27540
BMW,3 Series,8_5,2020,34370
BMW,4 Series,8_7,2013,29005
BMW,4 Series,8_7,2014,29225
BMW,4 Series,8_7,2015,29225
BMW,4 Series,8_7,2016,30075
BMW,4 Series,8_7,2017,30075
BMW,4 Series,8_7,2018,30425
BMW,5 Series,8_9,1998,24230
BMW,5 Series,8_9,1999,24230
BMW,5 Series,8_9,2000,23180
BMW,5 Series,8_9,2001,22950
BMW,5 Series,8_9,2002,23360
BMW,5 Series,8_9,2003,23360
BMW,5 Series,8_9,2004,25297
BMW,5 Series,8_9,2005,25752
BMW,5 Series,8_9,2006,25752
BMW,5 Series,8_9,2007,25752
BMW,5 Series,8_9,2008,26810
BMW,5 Series,8_9,2009,27255
BMW,5 Series,8_9,2010,27860
BMW,5 Series,8_9,2011,27990
BMW,5 Series,8_9,2012,29975
BMW,5 Series,8_9,2013,29775
BMW,5 Series,8_9,2014,30210
BMW,5 Series,8_9,2015,30210
BMW,5 Series,8_9,2016,31060
BMW,5 Series,8_9,2017,31060
BMW,5 Series,8_9,2018,35620
Cadillac,BLS,14_1,2005,20500
Cadillac,BLS,14_1,2006,20500
Cadillac,BLS,14_1,2007,20475
Cadillac,BLS,14_1,2008,20475
Cadillac,BLS,14_1,2009,20778
Cadillac,BLS,14_1,2010,21730
Cadillac,CTS,14_2,2005,24625
Cadillac,CTS,14_2,2006,24625
Cadillac,CTS,14_2,2007,24647
Cadillac,CTS,14_2,2008,24647
Cadillac,CTS,14_2,2009,24647
Cadillac,CTS,14_2,2010,27117
Cadillac,Escalade,14_3,2005,44647
Cadillac,Escalade,14_3,2006,44647
Cadillac,Escalade,14_3,2007,44647
Cadillac,Escalade,14_3,2008,44647
Cadillac,Escalade,14_3,2009,45653
Cadillac,Escalade,14_3,2010,55215
Cadillac,SRX,14_4,2006,29647
Cadillac,SRX,14_4,2007,27747
Cadillac,SRX,14_4,2008,27620
